id,age,firstName,lastName,country,sex,numberofkids,revenue,leavingincity,likemusic,likecinema,bankbalance,happinnessratio,height,weight
53187219115,58,Taylor,Back,Fiji,famale,0,3397.02,Yes,No,Yes,44071.9,0.02,132,58
94243876845,68,Leilani,Hazley,Mali,famale,0,2649.69,Yes,Yes,No,5272.51,0.61,160,58
83648607286,48,Ali,Camus,Poland,famale,1,4130.68,No,No,No,27061.09,0.05,170,89
17045129512,36,Valerie,Cassaro,Vanuatu,male,0,4848.65,No,No,No,18960.3,0.47,123,50
38868571233,56,London,Elamin,Tanzania,famale,2,4251.9,Yes,No,No,42924.67,0.18,158,58
94251833359,59,Samuel,Geiser,Armenia,famale,4,2670.29,No,No,No,3143.86,0.61,134,88
63841428932,52,Liz,Shatto,Palau,famale,3,3670.07,No,No,No,21321.06,0.74,179,44
90878006307,58,Julien,Glaspie,Cape Verde,famale,4,3944.79,No,No,No,36665.51,0.14,188,72
42211349078,50,John,Kissel,Denmark,famale,3,1466.13,No,Yes,No,56771.46,0.69,177,42
36709755867,40,Gia,Neugebauer,Trinidad And Tobago,famale,1,4691.96,Yes,No,No,41875.29,0.3,140,50
34476739589,57,Brielle,Lieurance,Congo,famale,0,4702.93,No,No,Yes,35687.28,0.88,121,73
90914070828,31,Shawn,Wixson,Guadeloupe,male,3,3020.06,No,Yes,No,2020.37,0.85,171,40
74977243280,64,Madelyn,Mabie,Sweden,famale,4,70.06,Yes,Yes,No,34790.76,0.53,185,78
90338184018,56,Shifra,Cashdollar,Bermuda,famale,1,748.56,Yes,Yes,No,54146.17,0.43,183,78
32889783685,56,Dominic,Milligan,Christmas Island,male,3,1405.81,Yes,No,No,49929.78,0.28,179,31
24492767404,47,Annabel,Pelosi,Kyrgyzstan,male,2,3590.52,No,Yes,No,7138.58,0.91,152,77
99991154920,26,Makai,Lundeen,UK,famale,2,4502.35,No,Yes,Yes,56641.43,0.57,136,68
61431488286,34,Rivka,Harper,Monaco,famale,1,1607.55,Yes,No,No,7462.27,0.98,186,60
14700120145,59,Oscar,Adkisson,Germany,famale,0,1133.04,Yes,No,Yes,53745.18,0.37,130,60
13707709015,69,Miguel,Poquette,Ukraine,famale,0,2419.35,Yes,No,No,1400.75,0.71,132,34
11542906455,18,Archer,Credeur,Saint Kitts And Nevis,male,4,2054.33,Yes,Yes,No,3130.62,0.17,183,51
11583911351,59,Raphael,Vanvoorst,Kenya,famale,4,2163.62,Yes,No,No,24488.79,0.44,184,41
97262552036,36,Jazmin,Horvat,Christmas Island,male,4,3610.67,No,No,No,58661.57,0.59,184,54
64378694395,46,Joyce,Kuczynski,Saint Kitts And Nevis,male,1,4143.36,No,Yes,No,3758.98,0.02,128,80
10576824661,70,Fiona,Ketcherside,Poland,famale,4,4130.09,No,No,No,19458.63,0.66,144,66
31426771638,45,Hailey,Wickett,Slovakia,famale,1,3948.45,Yes,No,No,40299.32,0.56,124,36
46024836718,25,Sydney,Galyean,Luxembourg,famale,3,1812.83,No,No,No,-635.73,0.44,129,89
49018829505,39,Max,Poucher,Poland,famale,2,2929.94,Yes,Yes,No,18606.86,0.13,174,67
83370355882,23,Landon,Inda,Poland,male,1,3507.74,Yes,No,Yes,21875.67,0.98,126,72
29148847233,23,Elliot,Hynek,Sao Tome And Principe,famale,2,3625.06,Yes,No,No,5553.14,0.42,172,77
90927094528,64,Peyton,Reichel,Namibia,male,1,1553.97,Yes,Yes,No,11141.31,0.08,122,74
56999522537,47,Margaret,Deyton,Sao Tome And Principe,male,1,212.43,No,No,No,54369.01,1,158,66
23726656571,69,Gianna,Landy,Germany,male,3,788.14,No,No,No,23808.73,0.95,142,52
37358016892,27,Anthony,Mcanally,Mozambique,famale,1,3344.81,Yes,Yes,No,9989.38,0.36,162,64
64537297736,18,Richard,Kasey,Uzbekistan,famale,3,1382.42,No,Yes,No,38056.53,0.88,135,70
48714873687,66,Bella,Coveney,Uzbekistan,male,2,3215.91,Yes,Yes,No,27108.54,0.08,132,48
14120809914,41,Gianna,Old,Macau,male,1,617.8,No,No,Yes,30003.53,0.57,156,59
74553439299,53,Madeleine,Roundy,Taiwan,male,0,3855.79,Yes,Yes,No,971.08,0.81,120,69
58546585037,27,Faith,Schlicher,Antarctica,male,3,4283.55,No,Yes,No,198.95,0.05,149,74
52409578764,22,Camilla,Hendler,Colombia,male,1,1149.87,Yes,Yes,No,23486.56,0.93,150,79
10602473282,24,Mike,Fama,Niue,male,4,1082.9,No,Yes,No,50423.54,0.81,167,40
22701052302,52,Jace,Trevor,Switzerland,famale,0,1364.6,Yes,Yes,No,46589.71,0.28,143,82
77161909885,29,Sarai,Kaufer,Reunion,famale,3,3901.42,Yes,No,No,-681.64,0.7,124,78
60150529689,60,Amina,Lovern,Guinea,famale,1,1094.27,Yes,No,Yes,46767.65,0.96,154,37
41098845957,29,Christian,Francia,Netherlands,famale,2,3383.51,No,No,Yes,12290.67,0.06,136,40
37861994760,55,Kevin,Benigno,Aruba,famale,2,1377.06,Yes,No,No,34482.32,0.57,136,58
34055074658,20,Moises,Guel,France,famale,2,4279.08,No,No,No,18056.69,0.43,138,86
87978803465,52,Alison,Hanson,Czech Republic,famale,4,2974.73,No,Yes,No,52032.21,0.51,169,36
90205764212,35,Danny,Mckaig,Northern Mariana Islands,famale,1,4398.71,No,Yes,Yes,48575.76,0.57,143,54
62904067218,70,Kaiden,Partin,Guinea,male,1,2246.13,No,No,Yes,46656.97,0.68,174,78
11840612802,35,Theo,Moehring,Cyprus,famale,0,1043.31,No,Yes,No,54233.09,0.96,135,63
99528505669,28,Ryan,Benn,Macau,famale,0,13.37,No,No,Yes,-54.29,0.26,159,85
36429101544,52,Ishaan,Azimi,France,famale,2,4373.51,Yes,No,Yes,42354.85,0.49,145,89
61764217144,56,Zahra,Frymire,Guinea,famale,0,456.13,No,No,Yes,26088.94,0.65,134,74
54850990674,32,Nayeli,Violet,Turkmenistan,famale,3,4747.16,Yes,No,No,5460.42,0.16,130,35
32514975404,23,Claire,Saeteurn,Malawi,male,0,1359.12,Yes,Yes,Yes,13930.73,0.65,152,61
49557410511,52,Anastasia,Ong,Kiribati,male,3,539.13,Yes,No,Yes,37079.4,0.96,181,39
67387910440,39,Shulem,Stauber,Tanzania,famale,0,3202.05,Yes,Yes,No,13524.34,0.43,126,63
38727094802,26,Milana,Dunn,Turkey,male,0,2547.17,Yes,Yes,No,59795.84,0.12,122,36
58597103239,44,Shraga,Ohanlon,Lebanon,famale,0,2316.89,Yes,No,No,44192.06,0.65,170,54
34107361225,38,Jeffrey,Albano,Uganda,famale,4,948.94,Yes,Yes,Yes,6675.72,0.62,178,80
79804985694,22,Megan,Amin,Aruba,famale,0,2433.5,Yes,Yes,No,16630.54,0.77,146,59
53080726260,34,Scarlet,Hayman,Philippines,famale,0,4856.83,No,Yes,No,25543.52,0.97,184,52
32743032059,26,Bella,Plaisance,Guyana,male,1,1450.1,No,Yes,No,35142.93,0.66,154,77
67494960611,30,Amari,Sostre,Honduras,famale,1,850.17,Yes,Yes,No,31311.27,0.69,180,38
74725121214,41,Aria,Mcglothin,Finland,male,1,2625.8,No,Yes,No,17155.76,0.15,155,81
59745758253,32,Avigail,Downer,Bouvet Island,famale,0,203.55,No,Yes,No,14935.93,0.44,159,83
97090913227,30,Abraham,Yamamoto,Germany,famale,4,1710.61,No,No,No,48866.35,0.97,189,69
38966859496,38,Sean,Krepps,Greece,male,4,4552.54,No,Yes,Yes,12319.47,0.66,179,57
32604346443,60,Ivan,Stuck,Uruguay,famale,3,2820.35,Yes,Yes,No,58492.25,0.74,155,58
97974099259,47,Carina,Kemmerer,Slovakia,male,0,4620.29,Yes,Yes,No,17402.11,0.6,128,53
23184135389,57,Justin,Almendarez,Togo,famale,0,3898.96,No,No,No,17251.31,0.98,185,60
59360865362,70,Fatoumata,Brougher,Dominica,famale,0,2739.58,No,No,No,43795.23,0.65,156,86
46324266812,55,Catherine,William,Belgium,famale,3,915.34,Yes,No,No,23238.9,0.06,163,74
91588727627,66,Julia,Barcelo,Papua New Guinea,male,0,3822.7,Yes,Yes,No,5289.03,0.48,160,64
81982701923,30,Tristan,Cappel,Romania,male,0,1917.05,Yes,Yes,No,25377.73,0.21,168,49
78505682439,50,Emiliano,Jenkinson,Guatemala,famale,4,3027.42,No,No,No,41147.72,0.44,144,79
99339061298,61,Addison,Sant,Mayotte,male,1,1710.44,Yes,Yes,No,57658.23,0.69,156,76
56237456809,65,Kennedy,Hypolite,Bhutan,male,1,3454.8,Yes,Yes,No,8911.15,0.44,172,52
93427911914,46,Joel,Fitzhugh,Guyana,male,3,3933.33,Yes,No,No,14052.51,0.91,143,46
44550096847,57,Hamza,Tattersall,Germany,male,0,1950.37,Yes,Yes,Yes,25671.4,0.53,128,90
23939507949,23,Moshe,Maly,Dominica,male,1,1135.15,No,Yes,No,8195.97,0.79,141,37
52189690088,31,Cynthia,Willers,Comoros,male,0,1652.19,Yes,Yes,No,56014.69,0.69,149,86
30157586385,65,Yadiel,Godman,Paraguay,famale,0,374.69,No,Yes,No,49327.07,0.2,177,33
27250370643,53,Dante,Rumley,Saudi Arabia,male,0,4789.59,No,No,No,58995.3,0.89,161,75
10225858098,59,Giovanni,Stierwalt,Cote Divoire,famale,1,458.59,No,No,No,1019.93,0.8,146,67
15013174771,67,Donovan,Linney,Liberia,famale,0,3269.51,Yes,No,No,36834.21,0.56,124,78
73741219031,26,Raquel,Galloway,Bermuda,male,3,2983.24,Yes,No,No,36895.31,0.37,135,33
82682238125,30,Vincenzo,Locklear,Dominica,famale,3,4275.1,Yes,Yes,No,58319.33,0.23,157,51
91928764632,62,Sienna,Heffernan,Azerbaijan,famale,0,4725.7,No,Yes,No,25207.34,0.45,173,75
76892215265,26,Yocheved,Cogburn,Niger,male,3,1294.11,No,Yes,No,29895.93,0.99,145,60
76632174975,40,Maryam,Montenegro,Bahrain,male,1,2050.57,Yes,No,No,15126.66,0.93,178,83
22701061875,41,Christopher,Walts,Guadeloupe,male,0,3380.06,No,Yes,No,25245.42,0.47,155,89
35339524432,40,Pedro,Harms,Egypt,famale,0,4031.75,Yes,Yes,No,1712.12,0.64,172,37
50528380898,66,Amalia,Urbano,USA,male,1,3357.76,Yes,No,No,4675.23,0.61,133,39
45240535836,43,Awa,Aikman,Germany,male,1,3603.08,Yes,Yes,Yes,8448.7,0.76,187,65
21637051902,36,Duvid,Sleeth,Cape Verde,famale,1,2202.88,Yes,Yes,No,39754.96,0.85,155,51
93739078819,52,Anthony,Wildey,USA,famale,0,4639.62,No,No,Yes,40164.5,0.33,158,57
82318910130,28,Marcus,Abner,Iraq,famale,4,2507.36,Yes,No,Yes,23548.41,0.49,171,71
99866599187,42,Rafael,Striegel,Turkey,famale,0,1461.24,Yes,No,No,41689.96,0.82,171,44
60163459400,70,Tyler,Scarberry,Germany,famale,0,3429.41,Yes,No,No,17004.87,0.33,176,44
27049524470,24,Nathaniel,Cadenhead,Tunisia,famale,1,459.98,Yes,No,No,3832.41,0.84,137,64
55342009360,49,Angelina,Kloiber,Thailand,famale,0,2758.1,Yes,No,No,46448.89,0.12,182,39
58672526785,42,Yitzchak,Barnas,Samoa,famale,0,245.6,No,No,No,13305.09,0.91,132,60
78769850037,45,Zaire,Eckerman,Botswana,male,3,645.08,Yes,Yes,No,1472.78,0.56,156,75
49669989678,18,Joel,Goldbach,Poland,famale,0,4695.22,No,Yes,No,14034.32,0.78,177,84
46942106141,49,Paola,Fetherolf,Israel,male,5,3139.68,Yes,No,No,19989.44,0.71,158,45
64687594939,45,Penelope,Lutes,India,famale,1,4235.85,Yes,No,No,22972.52,0.59,149,42
97562211993,38,Kaitlyn,Waltz,Israel,male,1,3396.69,No,No,No,24899.75,0.23,155,32
58832019565,58,Caden,Hennessey,Norway,famale,0,1215.75,Yes,No,No,10985.6,0.22,176,88
82608888168,38,Jordan,Lucatero,Tajikistan,famale,0,3291.65,Yes,No,Yes,24454.51,0.56,134,81
92894967910,58,Samira,Fluitt,Germany,famale,4,4517.1,Yes,No,No,12968.88,0.68,125,61
51229227435,60,Reid,Sorrentino,Dominica,male,4,4442.23,No,Yes,No,25330.3,0.96,170,73
80179265093,55,Sasha,Hodgen,Cambodia,male,0,4560.82,Yes,Yes,No,8736.52,0.72,121,34
63093791074,33,Benjamin,Jules,Chile,famale,0,1035.45,Yes,Yes,No,10568.21,0.29,156,35
58400326669,33,Zoe,Ousley,Bhutan,famale,1,4760.38,Yes,No,No,5518.09,0.33,174,64
93585183612,19,Harry,Somoza,Kiribati,male,3,2413.57,Yes,No,No,4711.58,0.72,160,72
75523983831,37,Kyle,Hanus,Gambia,male,1,3020.73,No,Yes,Yes,43810.35,0.2,133,50
19777643196,20,Darwin,Wildasin,Gibraltar,famale,2,2649.1,Yes,Yes,No,35220.24,0.68,132,84
51935107073,20,Shawn,Abdon,Germany,famale,0,4530.89,No,Yes,Yes,55320.11,0.18,140,74
44737444270,27,Tenzin,Morningstar,Andorra,famale,2,3782.89,No,No,No,57817.77,0.33,134,63
24260323781,44,Samantha,Blue,Saudi Arabia,famale,1,3804.92,No,Yes,No,5153.81,0.17,123,53
97656194997,41,Cataleya,Meissner,Armenia,famale,0,3107.92,Yes,Yes,No,36972.02,0.64,165,34
57715080735,40,Chloe,Plemons,Liechtenstein,famale,1,118.01,No,Yes,No,21263.09,0.79,184,66
89045091268,55,Aileen,Eddie,Guadeloupe,famale,3,1325.56,No,Yes,No,20806.12,0.25,153,67
44244373283,29,Zissy,Kipfer,Egypt,male,1,495.47,Yes,No,No,47637.76,0.37,122,46
79220029843,39,Tyler,Parkman,Paraguay,male,2,3131.13,Yes,No,Yes,26188.43,0.67,158,86
94225760113,57,Nyla,Coursey,Suriname,male,3,4874.3,Yes,Yes,Yes,13812.31,0.23,171,79
98396092960,54,Juliette,Defilippo,Qatar,famale,4,3695.99,No,No,No,47066.54,0.28,148,63
38101620481,34,Mila,Thurn,Czech Republic,male,3,4313.54,No,Yes,No,5286.34,0.19,157,57
23321741229,69,Alexia,Bullion,Reunion,male,3,2541.71,Yes,Yes,No,22386.84,0.95,189,44
56930485283,69,Isaac,Boon,Switzerland,famale,0,2654.13,No,Yes,No,44213.74,0.67,183,65
51930796994,46,Joseph,Craven,Qatar,famale,0,3484.29,Yes,No,No,6137.05,0.91,124,80
80497289388,32,Aaron,Cote,Oman,famale,0,4178.79,No,Yes,No,31173.94,0.14,160,41
78308274800,30,Emmett,Zickefoose,Germany,famale,4,1822.16,No,No,No,3288.68,0.34,158,35
76315510722,25,Madeleine,Villafana,USA,male,1,1971.79,Yes,No,No,56506.62,0.14,144,84
72355440704,61,Aisha,Barnette,USA,famale,0,4080.35,Yes,Yes,Yes,43490.71,0.41,160,78
32182963032,66,Adrian,Trujillo,Grenada,famale,4,2292.36,Yes,Yes,No,7426.54,0.69,132,35
82500098310,36,Muhammad,Stacy,Martinique,male,0,2865.73,Yes,No,No,58944.31,0.87,156,36
45724730408,38,Kayla,Deherrera,Singapore,male,3,287.48,No,No,No,45194.11,0.26,189,60
12370304060,20,Timothy,Merrill,Benin,famale,2,2352.66,Yes,No,No,25455.95,0.84,179,76
23253284569,63,Isaac,Canepa,Portugal,famale,1,1603.1,Yes,Yes,No,47804.2,0.13,126,50
11083481232,61,Eric,Strausbaugh,Portugal,famale,1,3397.82,Yes,No,No,25451.57,0.63,128,37
84914460607,20,Jaden,Danson,Equatorial Guinea,male,0,2191.2,No,Yes,No,4148.39,0.07,187,87
93172134605,57,Wolf,Bachrach,Bolivia,famale,4,49.91,Yes,Yes,No,35393.12,0.43,176,46
50264677295,20,Michelle,Castine,Kuwait,male,5,4451.89,No,No,No,44018.05,0.48,160,67
79235111507,24,Denis,Asplund,Germany,famale,1,4045.25,Yes,Yes,No,53965.2,0.07,152,37
73573747026,35,Tamar,Peschel,Solomon Islands,male,1,673.55,No,Yes,No,25666.09,0.49,183,58
30694955238,56,Syeda,Goedde,Greenland,famale,1,1866.47,Yes,No,No,35496.76,0.88,135,68
78843218876,58,Jordyn,Sinclair,Thailand,famale,4,3525.17,Yes,Yes,No,39474.81,0.05,181,79
83777053153,37,Noam,Loker,Burkina Faso,male,1,865.53,Yes,No,No,43856.21,0.84,166,65
34281085358,22,Summer,Micciche,Taiwan,famale,2,4178.06,No,Yes,No,35296.65,0.43,165,44
10818788889,64,Simon,Carbonneau,Poland,famale,2,445.84,No,Yes,Yes,49449.28,0.5,125,45
93038818746,52,Arianna,Bahm,Niue,male,4,4314.98,Yes,No,No,9322.55,0.17,182,57
37180048738,48,Esty,Skiba,Saudi Arabia,famale,1,666.76,Yes,No,No,20262.18,0.29,182,78
95618892792,28,Avraham,Shimek,Cook Islands,male,5,4459.74,No,Yes,No,652.97,0.57,124,70
71645725905,68,Kayla,Rakow,Kazakhstan,famale,2,1086.67,Yes,Yes,No,3032.19,0,122,86
57474013030,54,Franklin,Stillings,Senegal,famale,1,4548.25,No,No,No,36578.22,0.83,140,43
16284263053,39,Poppy,Castner,Pitcairn,male,0,2221.64,No,Yes,No,55492.42,0.38,182,42
72483202803,70,Grace,Lones,Mozambique,famale,1,3318.72,No,No,No,14439.98,1,183,48
34811037559,29,Amirah,Rivers,Cook Islands,male,0,1379.23,Yes,Yes,No,35032.18,0.29,183,61
30558937020,59,Mushka,Morsch,Liechtenstein,male,0,426.89,No,Yes,No,8681.21,0.32,187,70
46229976935,51,Blima,Ludlow,Ghana,male,2,2318.77,Yes,Yes,Yes,54525.74,0.51,129,73
96252264467,45,Emanuel,Ortlieb,Madagascar,famale,3,1645.24,No,No,No,40905.1,0.32,126,49
15003355939,54,Amar'E,Golay,USA,male,0,1904.1,Yes,Yes,No,24680.28,0.5,160,65
11850097588,54,Avery,Trogdon,Austria,famale,0,1800.29,No,No,Yes,36848.78,0.12,131,56
18755920981,19,Jacqueline,Foxworthy,USA,male,3,1575.95,No,Yes,No,33968.3,0.63,159,55
65167423926,18,Eliezer,Kurkowski,Turkey,famale,0,2169.61,Yes,No,No,23551.85,0.55,184,55
63955649331,52,Preston,Gallagher,Aruba,famale,0,1784.94,No,No,Yes,27283.62,0.72,167,33
55315521328,35,Serena,Redlinger,Fiji,male,5,2711.37,No,No,Yes,8379.76,0.55,180,43
83685007376,41,Jeffrey,Scheff,France,male,0,3819.43,No,No,No,32394.05,0.28,140,73
73384488690,48,Laila,Biondi,Georgia,famale,0,3223.36,Yes,No,No,2710.43,0.11,139,55
16849392450,38,Milana,Mabe,Zimbabwe,male,0,1786.72,No,No,No,20719.72,0.33,177,37
29318742275,61,Jayla,Shupe,Cayman Islands,male,2,4016.81,No,No,No,26183.91,0.84,163,61
51175162674,40,Nayeli,Perz,Guinea,famale,1,2084.12,No,Yes,No,42291.4,0.83,169,54
